parameter_name,Distance travelled - total
mouse_life_stage,E12.5
mouse_strain,C57BL
parameter_id,JAX_OFD_020_001
gene_symbol,Dmap1
analysis_id,096y95k7241sdm2
pvalue,0.7662944
gene_accession_id,MGI:1913483
