parameter_name,lens
analysis_id,5jfgjno16odja17
gene_symbol,Slc30a4
pvalue,0.8138591
gene_accession_id,MGI:1345282
parameter_id,M-G-P_014_001_009
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
