gene_symbol,Lpgat1
parameter_id,M-G-P_006_001_026
mouse_life_stage,Middle aged adult
pvalue,0.1968334
parameter_name,Fusion of vertebrae
analysis_id,q1ln32j621q63xl
mouse_strain,C57BL
gene_accession_id,MGI:2446186
