parameter_id,IMPC_ECH_018_001
gene_accession_id,MGI:1914561
mouse_life_stage,Early adult
gene_symbol,Nanp
mouse_strain,C57BL
pvalue,0.2381581
analysis_id,41f40j39ka02237
parameter_name,Respiration Rate
