mouse_life_stage,E9.5
parameter_name,CD11b-low cDC - % of cDC
pvalue,0.3946486
gene_symbol,Orc2
analysis_id,s0359a9pcez4hy2
parameter_id,MGP_IMM_067_001
gene_accession_id,MGI:1328306
mouse_strain,C57BL
