parameter_id,IMPC_ACS_033_001
gene_accession_id,MGI:1913396
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Maco1
pvalue,0.2157638
parameter_name,% Pre-pulse inhibition - PPI1
analysis_id,wggzj97384094fl
