parameter_name,Periphery permanence time
mouse_life_stage,Early adult
parameter_id,IMPC_OFD_012_001
gene_accession_id,MGI:1915033
analysis_id,21125svqmqj0n50
pvalue,0.06560017
gene_symbol,Ahctf1
mouse_strain,C57BL
