gene_symbol,Inpp1
pvalue,0.7174931
mouse_life_stage,Early adult
analysis_id,esqj26043l3kklx
gene_accession_id,MGI:104848
parameter_id,JAXLA_CSD_021_001
parameter_name,Hindlimbs - shape
mouse_strain,129SV
