parameter_id,MGP_IMM_014_001
analysis_id,od042gc157owz09
mouse_strain,C57BL
gene_symbol,Slx4ip
parameter_name,Effector CD8+ T cells - % of CD8+
gene_accession_id,MGI:1921493
pvalue,0.5220958
mouse_life_stage,Early adult
