parameter_name,BMC/Body weight
analysis_id,71i5oaw3690zbs9
pvalue,0.6098392
parameter_id,JAXLA_DXA_007_001
gene_accession_id,MGI:1920344
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Sgip1
