parameter_id,IMPC_ECG_010_001
mouse_life_stage,Early adult
parameter_name,HRV
gene_symbol,Ahctf1
analysis_id,wqet8e6ydi75h31
pvalue,0.0784365
mouse_strain,C57BL
gene_accession_id,MGI:1915033
