gene_symbol,Secisbp2l
mouse_strain,C57BL
mouse_life_stage,Late adult
parameter_id,MGP_IMM_041_001
parameter_name,Total B cells - % of CD45+
gene_accession_id,MGI:1917604
pvalue,0.8401227
analysis_id,tzvvy1bh36vgi6d
