gene_symbol,Orc2
mouse_life_stage,E9.5
pvalue,0.6892644
analysis_id,03ck86hi0884d88
parameter_name,Large Unstained Cell (LUC) count
parameter_id,IMPC_HEM_039_001
gene_accession_id,MGI:1328306
mouse_strain,C57BL
