gene_symbol,Hspa5
parameter_name,eye size
mouse_life_stage,E12.5
pvalue,0.5692578
gene_accession_id,MGI:95835
parameter_id,ESLIM_001_001_117
analysis_id,i43i6gckyc8554w
mouse_strain,C57BL
