gene_symbol,Ints7
parameter_id,JAX_OFD_017_001
parameter_name,Center average speed
mouse_life_stage,Early adult
gene_accession_id,MGI:1924315
pvalue,0.6874551
analysis_id,575bk4qpv55781v
mouse_strain,C57BL
