mouse_strain,129SV
pvalue,0.8347677
gene_accession_id,MGI:2684980
mouse_life_stage,Early adult
parameter_id,M-G-P_016_001_006
analysis_id,1677ru98r30pc56
gene_symbol,Mms22l
parameter_name,Mean-corpuscular-haemoglobin
