gene_symbol,Mecom
parameter_id,MGP_IMM_101_001
gene_accession_id,MGI:95457
mouse_life_stage,Early adult
analysis_id,h58i1rk8036i3sl
mouse_strain,C57BL
pvalue,0.2973147
parameter_name,KLRG1+ NK cells - % of CD45+
