parameter_id,M-G-P_012_001_005
gene_accession_id,MGI:1913405
mouse_life_stage,Early adult
parameter_name,Body Weight
mouse_strain,C57BL
pvalue,0.07390853
gene_symbol,Ufc1
analysis_id,84t93t5gw387ft2
