parameter_id,MGP_PBI_003_001
parameter_name,CD4+ alpha beta T cell percentage
analysis_id,356jt630e5g8af5
mouse_life_stage,Early adult
pvalue,0.05101587
gene_accession_id,MGI:1913284
mouse_strain,C57BL
gene_symbol,Psmd14
