parameter_name,Periphery distance travelled
gene_symbol,Ahcy
mouse_strain,C57BL
gene_accession_id,MGI:87968
analysis_id,bqjg0zyh43uof12
pvalue,0.780426
parameter_id,HRWLLA_OFD_010_001
mouse_life_stage,E9.5
