gene_symbol,Bach2
parameter_id,IMPC_CBC_009_001
mouse_strain,C57BL
parameter_name,Calcium
gene_accession_id,MGI:894679
analysis_id,9132b9u90001n5b
pvalue,0.6647124
mouse_life_stage,Early adult
