parameter_name,Whole arena average speed
gene_accession_id,MGI:1920344
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.1859465
parameter_id,JAXLA_OFD_009_001
analysis_id,p6re75007yh6404
gene_symbol,Sgip1
