gene_symbol,Mecom
parameter_name,Alanine aminotransferase
parameter_id,IMPC_CBC_013_001
gene_accession_id,MGI:95457
mouse_life_stage,Early adult
analysis_id,aiin2s4c962wu5v
pvalue,1.224263
mouse_strain,C3H
