parameter_name,lens
gene_symbol,Bmi1
mouse_strain,C57BL
pvalue,0.9676364
analysis_id,6gv7u1yqwnm2wbd
gene_accession_id,MGI:88174
mouse_life_stage,E15.5
parameter_id,M-G-P_014_001_009
