gene_symbol,Bach2
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,g1o78iyyf5c15kh
pvalue,0.6493344
parameter_id,IMPC_GRS_011_001
gene_accession_id,MGI:894679
