gene_symbol,Frmpd1
parameter_name,Haemoglobin
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:2446274
analysis_id,h1u850634932694
parameter_id,ESLIM_016_001_003
pvalue,0.2037874
