gene_symbol,Mecom
parameter_id,MGP_IMM_036_001
mouse_life_stage,E15.5
parameter_name,KLRG1+ NK cells - % of NK cells
pvalue,0.5434851
analysis_id,33t7qeryrb335m4
gene_accession_id,MGI:95457
mouse_strain,C57BL
