parameter_id,JAX_OFD_012_001
analysis_id,w5k167n5798lbxh
mouse_life_stage,E9.5
mouse_strain,C57BL
pvalue,0.3057261
parameter_name,Periphery permanence time
gene_accession_id,MGI:1914071
gene_symbol,Bcs1l
