gene_symbol,Ubxn4
mouse_life_stage,Late adult
pvalue,0.8113462
parameter_id,JAX_LDT_005_001
gene_accession_id,MGI:1915062
parameter_name,Time mobile dark side
analysis_id,v14810855rddz30
mouse_strain,C57BL
