parameter_id,IMPC_XRY_023_001
analysis_id,6z126dkfu5g13n7
parameter_name,Ulna
mouse_life_stage,Early adult
gene_symbol,Exd1
pvalue,0.6243043
gene_accession_id,MGI:3045306
mouse_strain,C57BL
