parameter_id,IMPC_ACS_033_001
gene_accession_id,MGI:1924360
mouse_life_stage,Early adult
analysis_id,t9434e2t29855rq
pvalue,0.3996197
parameter_name,% Pre-pulse inhibition - PPI1
gene_symbol,Gpbp1l1
mouse_strain,C57BL
