parameter_id,JAXLA_OFD_007_001
mouse_strain,C57BL
gene_symbol,Ints7
pvalue,0.05227893
analysis_id,yy59u8h164b446a
gene_accession_id,MGI:1924315
mouse_life_stage,E9.5
parameter_name,Whole arena resting time
