parameter_id,IMPC_GEL_057_001
pvalue,0.9050746
analysis_id,3b0l2q12d430uqd
mouse_strain,C57BL
gene_symbol,Slc39a10
mouse_life_stage,E9.5
parameter_name,Heart looping
gene_accession_id,MGI:1914515
