gene_symbol,SLC28A2
pvalue,0.7662188
parameter_id,IMPC_EYE_017_001
analysis_id,215y8x84p8tol1a
mouse_life_stage,Early adult
parameter_name,Lens Opacity
gene_accession_id,MGI:1913105
mouse_strain,C57BL
