gene_symbol,Galnt13
gene_accession_id,MGI:2139447
mouse_strain,C57BL
pvalue,0.06285618
mouse_life_stage,Late adult
parameter_id,M-G-P_016_001_001
analysis_id,e096x732zv2c3fo
parameter_name,White blood cell-count
