parameter_id,IMPC_ECG_004_001
pvalue,0.1459457
mouse_life_stage,Early adult
parameter_name,RR
gene_symbol,Kdm4c
mouse_strain,C57BL
analysis_id,i6u5voq961828n1
gene_accession_id,MGI:1924054
