gene_symbol,Lpgat1
gene_accession_id,MGI:2446186
parameter_name,KLRG1+ Treg cells - % of CD45+
analysis_id,186y2o88ls9594f
parameter_id,MGP_MLN_072_001
pvalue,0.2990902
mouse_strain,C57BL
mouse_life_stage,Early adult
