parameter_id,HMGULA_CBC_017_001
mouse_strain,C57BL
gene_symbol,Nanp
analysis_id,26p08k2qt3s9n0o
pvalue,0.2205368
gene_accession_id,MGI:1914561
parameter_name,Triglycerides
mouse_life_stage,E18.5
