mouse_strain,129SV
gene_symbol,Cds2
analysis_id,yyq9xy0v73hpkoh
parameter_name,Latency to first transition into dark
gene_accession_id,MGI:1332236
parameter_id,IMPC_LDT_006_001
pvalue,0.05831655
mouse_life_stage,Early adult
