gene_symbol,Tbl1xr1
gene_accession_id,MGI:2441730
mouse_life_stage,Late adult
parameter_name,Pupil Dilation
pvalue,0.7580077
mouse_strain,C57BL
analysis_id,2tlr876qi9w85i6
parameter_id,IMPC_EYE_013_001
