parameter_id,MGP_PBI_034_001
gene_symbol,Slc30a4
gene_accession_id,MGI:1345282
pvalue,0.33715
mouse_strain,C57BL
analysis_id,juz2hojk66nydvp
mouse_life_stage,Late adult
parameter_name,B cell number
