gene_symbol,Tiprl
parameter_name,Hindlimb digit - size
mouse_life_stage,E12.5
parameter_id,IMPC_CSD_047_001
pvalue,0.08543466
gene_accession_id,MGI:1915087
mouse_strain,C53BL
analysis_id,1r9ttszn28ysg1p
