mouse_strain,129SV
mouse_life_stage,Early adult
parameter_id,IMPC_CBC_016_001
gene_symbol,Cds2
analysis_id,9rv4476g4ts6q67
gene_accession_id,MGI:1332236
pvalue,0.6012689
parameter_name,HDL-cholesterol
