gene_symbol,Slc2a8
parameter_name,Heart weight
mouse_life_stage,Early adult
pvalue,0.9945731
gene_accession_id,MGI:1860103
analysis_id,f9809h52n22rcq9
mouse_strain,C57BL
parameter_id,IMPC_HWT_008_001
