gene_symbol,Extl1
pvalue,0.4333119
mouse_strain,C57BL
analysis_id,u53ch304dybz4i9
mouse_life_stage,Early adult
gene_accession_id,MGI:1888742
parameter_name,B cell percentage
parameter_id,MGP_PBI_014_001
