parameter_id,IMPC_ACS_006_001
gene_accession_id,MGI:2441730
pvalue,0.3598824
mouse_strain,C57BL
parameter_name,Response amplitude - S
gene_symbol,Tbl1xr1
analysis_id,m7qhrpq62p37ys9
mouse_life_stage,Late adult
