parameter_id,IMPC_ACS_034_001
mouse_strain,C57BL
pvalue,0.1912122
analysis_id,9ojq5vq28vwac36
gene_symbol,Mms22l
mouse_life_stage,Early adult
gene_accession_id,MGI:2684980
parameter_name,% Pre-pulse inhibition - PPI2
