gene_symbol,Bmi1
pvalue,0.2180066
gene_accession_id,MGI:88174
analysis_id,926730t9h077upd
mouse_strain,C57BL
parameter_name,Resting CD4+ T helper cells - % of CD4+ T helper cells
parameter_id,MGP_IMM_007_001
mouse_life_stage,E12.5
