gene_symbol,Eprs1
parameter_name,Eosinophil number
mouse_strain,C57BL
pvalue,0.9341281
analysis_id,675j13p79hu9050
gene_accession_id,MGI:97838
parameter_id,MGP_PBI_040_001
mouse_life_stage,E12.5
