gene_symbol,Fgb
mouse_strain,C57BL
analysis_id,xng150a8814882n
gene_accession_id,MGI:99501
mouse_life_stage,E12.5
parameter_id,IMPC_CSD_079_001
parameter_name,Aggression
pvalue,0.7777442
