mouse_life_stage,Middle aged adult
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
mouse_strain,C57BL
parameter_id,TCPLA_GRS_011_001
gene_accession_id,MGI:109356
gene_symbol,Snap23
pvalue,0.960796
analysis_id,p6g2c51n59c91x6
