pvalue,0.9236825
mouse_life_stage,Early adult
gene_accession_id,MGI:1922855
mouse_strain,C57BL
parameter_id,IMPC_OFD_021_001
parameter_name,Number of rears - total
analysis_id,8zol7fz6hdedr3d
gene_symbol,Kdm5b
