gene_symbol,Cntfr
parameter_name,Potassium
analysis_id,duy654d60y1ra75
parameter_id,GMC_906_001_005
pvalue,0.4508546
gene_accession_id,MGI:99605
mouse_strain,129SV
mouse_life_stage,Early adult
