mouse_strain,129SV
gene_accession_id,MGI:1921802
mouse_life_stage,Early adult
pvalue,0.8396387
analysis_id,jap035c0c38zefg
gene_symbol,Nipal3
parameter_name,Limb coat/hair presence
parameter_id,MGP_CSD_030_001
