gene_symbol,Zmynd8
parameter_name,Resting NK cells - % of CD45+
pvalue,0.9774377
parameter_id,MGP_IMM_100_001
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,8x58598isjas9k7
gene_accession_id,MGI:1918025
