parameter_id,IMPC_GEL_011_001
analysis_id,2j12k884zpz116g
parameter_name,Embryo turning
mouse_strain,C57BL
pvalue,0.5081794
gene_symbol,Tatdn3
gene_accession_id,MGI:1916222
mouse_life_stage,Early adult
