parameter_id,IMPC_EYE_009_001
gene_symbol,Mms22l
pvalue,0.8988217
parameter_name,Corneal vascularization
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,59u92893x99bk48
gene_accession_id,MGI:2684980
