gene_symbol,Nucks1
mouse_strain,C57BL
pvalue,0.9632376
mouse_life_stage,Late adult
gene_accession_id,MGI:1934811
parameter_id,M-G-P_020_001_001
parameter_name,Body Weight
analysis_id,v33e0764zp90t23
