pvalue,0.2735589
parameter_name,Facial Morphology
parameter_id,IMPC_GEP_017_001
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Zyg11b
gene_accession_id,MGI:2685277
analysis_id,600y07s4hini2vn
