parameter_id,IMPC_GEL_057_001
gene_accession_id,MGI:1917810
pvalue,0.8059382
gene_symbol,Wars2
mouse_life_stage,E12.5
analysis_id,026x73y3x9q64s9
mouse_strain,C57BL
parameter_name,Heart looping
