gene_symbol,Bcs1l
mouse_life_stage,E12.5
parameter_id,ESLIM_016_001_005
analysis_id,ky35kgtoa43sl60
gene_accession_id,MGI:1914071
mouse_strain,C57BL
parameter_name,Mean cell volume
pvalue,0.0672482
