mouse_strain,129SV
mouse_life_stage,Early adult
pvalue,0.7142003
gene_accession_id,MGI:1923959
parameter_id,IMPC_IMM_006_001
analysis_id,30h253vf2ful3t5
gene_symbol,Arpc2
parameter_name,Others
