gene_symbol,Rab17
pvalue,0.2421646
mouse_strain,C57BL
parameter_id,JAX_OFD_016_001
mouse_life_stage,Early adult
parameter_name,Center permanence time
analysis_id,g27833941c8r6q7
gene_accession_id,MGI:104640
