parameter_id,M-G-P_012_001_005
pvalue,0.3750785
gene_symbol,Bmi1
gene_accession_id,MGI:88174
analysis_id,c26erv245i748g7
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_name,Body Weight
